user,time,comment,roles
張登傑,03:23:58,1000,KOC
Ericsson Lee,03:24:09,1000,KOC
孟慧玲,03:24:12,1100,KOC
張登傑,03:24:15,1200,KOC
賴昱圻,03:24:30,1000,KOC
孟慧玲,03:24:50,1300,KOC
Ericsson Lee,03:25:40,1300,KOC
陳 建華,03:25:51,1000,KOC
廖家麟,03:25:58,1000,KOC
鄭文達,03:26:00,1200,KOC
鄭文達,03:26:31,1500,KOC
張登傑,03:27:00,1000,KOC
張登傑,03:27:11,1600,KOC
廖家麟,03:27:13,1500,KOC
張薺,03:27:14,1100,KOC
陳 建華,03:27:19,1300,KOC
Ericsson Lee,03:27:32,2000,KOC
張薺,03:27:39,1600,KOC
Liu ChuanChin,03:27:59,1800,KOC
Liu ChuanChin,03:28:13,2200,KOC
Hsu Yao,03:28:38,1000,KOC
林韋勳,03:28:39,1200,KOC
張登傑,03:28:45,1100,KOC
鄭文達,03:29:02,1300,KOC
程泓榮,03:29:02,什麼味道,KOC
Liu ChuanChin,03:29:06,1300,KOC
Liu ChuanChin,03:29:26,1400,KOC
林韋勳,03:29:26,1400,KOC
張登傑,03:29:39,1500,KOC
林韋勳,03:29:52,1200,KOC
張登傑,03:29:57,1000,KOC
許游戲,03:30:03,1500,KOC
程泓榮,03:30:04,1000,KOC
張登傑,03:30:07,1600,KOC
程泓榮,03:30:09,1300,KOC
鄭文達,03:30:10,1500,KOC
陳 建華,03:30:12,1300,KOC
Jason Wang,03:30:17,1300,KOC
Ericsson Lee,03:30:29,1800,KOC
張登傑,03:30:31,1700,KOC
林韋勳,03:31:10,1400,KOC
程泓榮,03:31:11,1000,KOC
Ericsson Lee,03:31:25,還好大木哥前幾天都不在,KOF
Jason Wang,03:31:43,1300,KOC
林韋勳,03:33:00,1000,KOC
鄭文達,03:33:09,1000,KOC
鄭文達,03:33:28,1200,KOC
林韋勳,03:33:56,1300,KOC
張登傑,03:34:11,1000,KOC
林韋勳,03:34:52,1000,KOC
林金昌,03:35:07,1100,KOC
陳 建華,03:35:11,1100,KOC
許智超,03:35:15,1300,KOC
張登傑,03:35:17,1400,KOC
Denktom Wu,03:35:38,1200,KOC
Denktom Wu,03:36:56,1000,KOC
張登傑,03:37:02,1100,KOC
許游戲,03:37:15,1000,KOC
張登傑,03:37:20,1300,KOC
陳 建華,03:37:23,1200,KOC
許智超,03:37:26,1500,KOC
張登傑,03:37:37,1600,KOC
Denktom Wu,03:37:38,1300,KOC
許游戲,03:37:41,1300,KOC
Ericsson Lee,03:38:25,1500,KOC
張登傑,03:38:30,1000,KOC
Denktom Wu,03:38:33,1200,KOC
許游戲,03:38:42,1200,KOC
張登傑,03:38:46,1600,KOC
陳 建華,03:38:49,1500,KOC
楊和展,03:40:38,1000,KOC
張登傑,03:40:46,3000,KOC
馮竣易,03:40:57,有圓的嗎小擺台,KOC
程泓榮,03:41:10,1200,KOC
陳 建華,03:41:11,1300,KOC
林金昌,03:41:40,1400,KOC
張登傑,03:41:48,2000,KOC
馮子耘,03:41:57,1500,KOC
張薺,03:42:06,1400,KOC
楊和展,03:43:02,1000,KOC
吕學義,03:43:03,1000,KOC
Denktom Wu,03:43:16,1100,KOC
張登傑,03:43:28,老余有良心與常給開心,KOF
李林,03:43:50,余董：有檜木版嗎？有放在加熱板底下的，長62公分、寬42公分、厚度不要太厚可以隔熱就好！,KOC
李林,03:44:51,好的,other
張登傑,03:44:57,有特別的嗎？,KOC
張登傑,03:45:40,2000,KOC
林金昌,03:46:02,2100,KOC
賴信彰,03:49:27,想買沐浴乳,KOC
張登傑,03:51:04,收,KOC
張登傑,03:52:05,能幫我想怎麼做嗎？謝謝,KOC
張登傑,03:52:53,私訊,other
賴信彰,03:53:10,1200+1,KOC
Chun Chiang,03:54:14,1200+1,KOC
許游戲,03:54:54,1200+1,KOC
許國雄,03:55:17,1200+1,KOC
張登傑,03:56:01,1200+1,KOC
程泓榮,03:56:01,888,KOF
程泓榮,03:56:35,剛剛買的木頭幫我上底漆,KOC
程泓榮,03:56:46,余董感謝,KOF
張登傑,03:57:21,+1,KOC
程泓榮,03:59:29,剛剛買木頭全部幫我上底漆,KOC
程泓榮,03:59:57,感謝,KOF
張登傑,03:59:59,有想,KOC
張登傑,04:00:14,明天回覆,other
張登傑,04:03:16,水,other
張登傑,04:03:45,48000我想一下，謝謝,other
楊和展,04:06:10,1000,KOC
許游戲,04:06:13,1200,KOC
Ericsson Lee,04:06:19,1500,KOC
許游戲,04:06:51,1700,KOC
馮子耘,04:07:05,1600,KOC
Ericsson Lee,04:07:06,1800,KOC
鄭承洲,04:08:12,1200 +1,KOC
林琨紘,04:08:22,1200+1,KOC
楊仁耀,04:08:36,1200+1,KOC
