user,time,comment,roles
Charger Tsai,02:39:44,噗,other
包嘉良,02:39:58,2000,KOC
Vince Lee,02:40:12,3000,KOC
Denktom Wu,02:40:14,1000,KOC
菀羚趙,02:40:21,頭殼壞掉了哥哥，水啦,KOF
Denktom Wu,02:40:22,3000,KOC
陳皆興,02:40:26,420O,KOC
包嘉良,02:40:42,4000,KOC
劉鳳,02:40:44,大木哥精神有佳,KOF
夏旭明,02:40:47,3200,KOC
Denktom Wu,02:41:02,3300,KOC
吳六角,02:41:06,3100,KOC
陳皆興,02:41:09,51O0,KOC
林政毅,02:41:27,4700,KOC
劉鳳,02:41:27,恭喜,KOF
Charger Tsai,02:41:29,5000,KOC
陳皆興,02:41:34,恭喜,KOF
包嘉良,02:41:39,4500,KOC
陳皆興,02:41:54,恭喜,KOF
Charger Tsai,02:41:57,謝謝大木哥,KOF
包嘉良,02:42:03,恭喜,KOF
劉鳳,02:42:06,恭喜,KOF
Charger Tsai,02:42:14,謝謝大木哥,KOF
菀羚趙,02:42:26,恭喜,KOF
陳皆興,02:42:28,感謝大木哥,KOF
楊素華,02:42:35,恭喜,KOF
Charger Tsai,02:42:36,感謝大家承讓,KOF
Denktom Wu,02:42:39,恭喜,KOF
